input	translation
GSU1827	L-aspartate oxidase activity
GSU1827	L-aspartate:fumarate oxidoreductase activity
GSU1828	chorismate mutase activity
GSU1833	ATP binding
GSU1833	tryptophan-tRNA ligase activity
GSU1834	metal ion binding
GSU1834	metallopeptidase activity
GSU1835	ATP binding
GSU1835	glutamine synthetase activity
GSU1836	ATP binding
GSU1836	enzyme regulator activity
GSU1837	metalloendopeptidase activity
GSU1838	ATP binding
GSU1838	helicase activity
GSU1838	nucleic acid binding
GSU1839	hydrolase activity
GSU1842	polysaccharide transmembrane transporter activity
GSU1843	exonuclease activity
GSU1843	RNA endonuclease activity
GSU1848	nucleic acid binding
GSU1851	glycosyltransferase activity
GSU1854	NAD binding
GSU1854	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
GSU1854	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GSU1855	protein tyrosine kinase activity
GSU1859	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor"
GSU1860	catalytic activity
GSU1860	thiamine pyrophosphate binding
GSU1861	oxidoreductase activity
GSU1862	iron-sulfur cluster binding
GSU1862	metal ion binding
GSU1863	DNA binding
GSU1863	zinc ion binding
GSU1864	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity
GSU1864	RNA binding
GSU1864	"rRNA (adenine-N6,N6-)-dimethyltransferase activity"
GSU1865	iron ion binding
GSU1865	N(6)-L-threonylcarbamoyladenine synthase activity
GSU1866	ATP binding
GSU1868	cysteine desulfurase activity
GSU1868	pyridoxal phosphate binding
GSU1870	diguanylate cyclase activity
GSU1871	ATP binding
GSU1871	cobalamin binding
GSU1871	"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
GSU1873	metal ion binding
GSU1873	metalloendopeptidase activity
GSU1875	adenosylhomocysteinase activity
GSU1877	dioxygenase activity
GSU1877	nitronate monooxygenase activity
GSU1878	phosphorelay sensor kinase activity
GSU1879	phosphorelay response regulator activity
GSU1879	transcription cis-regulatory region binding
GSU1880	ATP binding
GSU1880	magnesium ion binding
GSU1880	methionine adenosyltransferase activity
GSU1883	kinase activity
GSU1884	ATP binding
GSU1884	GTP binding
GSU1885	ATP binding
GSU1885	magnesium ion binding
GSU1885	phosphorelay sensor kinase activity
GSU1885	protein serine/threonine kinase activity
GSU1885	protein serine/threonine/tyrosine kinase activity
GSU1886	ribosomal small subunit binding
GSU1887	DNA binding
GSU1887	DNA-binding transcription activator activity
GSU1887	nucleotidyltransferase activity
GSU1887	sigma factor activity
GSU1888	ATP binding
GSU1888	ATP hydrolysis activity
GSU1889	glycolipid transfer activity
GSU1889	lipopolysaccharide binding
GSU1890	glycolipid transfer activity
GSU1890	lipopolysaccharide transmembrane transporter activity
GSU1892	3-deoxy-manno-octulosonate-8-phosphatase activity
GSU1892	metal ion binding
GSU1893	carbohydrate derivative binding
GSU1893	isomerase activity
GSU1893	metal ion binding
GSU1894	3-deoxy-8-phosphooctulonate synthase activity
GSU1895	ATP binding
GSU1895	CTP synthase activity
GSU1895	glutaminase activity
GSU1895	identical protein binding
GSU1895	metal ion binding
GSU1896	3-deoxy-manno-octulosonate cytidylyltransferase activity
GSU1897	adenosylhomocysteine nucleosidase activity
GSU1897	methylthioadenosine nucleosidase activity
GSU1899	phospholipid binding
GSU1899	phospholipid transporter activity
GSU1900	phospholipid transporter activity
GSU1902	isomerase activity
GSU1902	lyase activity
GSU1903	3-isopropylmalate dehydratase activity
GSU1903	"4 iron, 4 sulfur cluster binding"
GSU1903	metal ion binding
GSU1904	AMP nucleosidase activity
GSU1905	nucleic acid binding
GSU1906	2-isopropylmalate synthase activity
GSU1906	acetyl-CoA C-acetyltransferase activity
GSU1906	manganese ion binding
GSU1907	CDP-diacylglycerol-serine O-phosphatidyltransferase activity
GSU1908	phosphatidylserine decarboxylase activity
GSU1909	ketol-acid reductoisomerase activity
GSU1909	magnesium ion binding
GSU1909	NADP binding
GSU1910	acetolactate synthase activity
GSU1910	acetolactate synthase regulator activity
GSU1911	acetolactate synthase activity
GSU1911	flavin adenine dinucleotide binding
GSU1911	magnesium ion binding
GSU1911	thiamine pyrophosphate binding
GSU1912	"2 iron, 2 sulfur cluster binding"
GSU1912	dihydroxy-acid dehydratase activity
GSU1912	hydro-lyase activity
GSU1912	magnesium ion binding
GSU1913	peptidase activity
GSU1914	metal ion binding
GSU1914	metalloendopeptidase activity
GSU1915	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity
GSU1915	manganese ion binding
GSU1915	NADPH binding
GSU1916	phosphatidate cytidylyltransferase activity
GSU1917	"di-trans,poly-cis-decaprenylcistransferase activity"
GSU1917	magnesium ion binding
GSU1917	polyprenyltransferase activity
GSU1918	ribosomal large subunit binding
GSU1919	ATP binding
GSU1919	UMP kinase activity
GSU1920	translation elongation factor activity
GSU1921	structural constituent of ribosome
GSU1925	kinase activity
GSU1928	histidine phosphotransfer kinase activity
GSU1928	phosphorelay sensor kinase activity
GSU1930	GTP binding
GSU1930	GTPase activity
GSU1932	peptidoglycan binding
GSU1933	GTP binding
GSU1933	GTPase activity
GSU1933	translation elongation factor activity
GSU1934	ATP binding
GSU1934	metal ion binding
GSU1934	pantothenate kinase activity
GSU1935	ATP binding
GSU1935	biotin-[acetyl-CoA-carboxylase] ligase activity
GSU1935	DNA binding
GSU1936	nicotinate-nucleotide diphosphorylase (carboxylating) activity
GSU1937	diguanylate cyclase activity
GSU1939	phosphorelay sensor kinase activity
GSU1940	ATP binding
GSU1940	ATP hydrolysis activity
GSU1940	sequence-specific DNA binding
GSU1941	phosphorelay sensor kinase activity
GSU1942	NAD binding
GSU1942	"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor"
GSU1942	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GSU1950	nucleotidyltransferase activity
GSU1953	asparagine synthase (glutamine-hydrolyzing) activity
GSU1953	ATP binding
GSU1955	nucleotidyltransferase activity
GSU1956	"acyltransferase activity, transferring groups other than amino-acyl groups"
GSU1957	glycosyltransferase activity
GSU1958	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GSU1960	serine O-acetyltransferase activity
GSU1961	glycosyltransferase activity
GSU1965	transferase activity
GSU1968	nucleotidyltransferase activity
GSU1970	N-acylneuraminate-9-phosphate synthase activity
GSU1972	N-acylneuraminate cytidylyltransferase activity
GSU1973	acyltransferase activity
GSU1974	pyridoxal phosphate binding
GSU1974	transaminase activity
GSU1975	carboxy-lyase activity
GSU1976	glycosyltransferase activity
GSU1979	peptidase activity
GSU1980	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
GSU1982	ATP hydrolysis activity
GSU1983	ATP binding
GSU1983	protein tyrosine kinase activity
GSU1984	protein tyrosine kinase activity
GSU1985	polysaccharide transmembrane transporter activity
GSU1986	undecaprenyl-phosphate glucose phosphotransferase activity
GSU1989	ATP binding
GSU1989	ATP hydrolysis activity
GSU1989	sequence-specific DNA binding
GSU1990	phosphorelay sensor kinase activity
GSU1991	metalloendopeptidase activity
GSU1992	DNA binding
GSU1992	DNA-binding transcription factor activity
GSU1996	metal ion binding
GSU1999	RNA binding
GSU2000	ATP binding
GSU2000	tRNA dimethylallyltransferase activity
GSU2001	ATP binding
GSU2001	ATP hydrolysis activity
GSU2001	ATP-dependent DNA damage sensor activity
GSU2001	mismatched DNA binding
GSU2002	flavin adenine dinucleotide binding
GSU2002	monooxygenase activity
GSU2004	carboxy-lyase activity
GSU2006	transmembrane transporter activity
GSU2007	branched-chain amino acid transmembrane transporter activity
GSU2008	ATP binding
GSU2008	ATP hydrolysis activity
GSU2008	L-isoleucine transmembrane transporter activity
GSU2008	L-phenylalanine transmembrane transporter activity
GSU2008	L-valine transmembrane transporter activity
GSU2009	ATP binding
GSU2009	ATP hydrolysis activity
GSU2009	branched-chain amino acid transmembrane transporter activity
GSU2011	cysteine desulfurase activity
GSU2011	iron-sulfur cluster binding
GSU2011	metal ion binding
GSU2011	pyridoxal phosphate binding
GSU2012	"2 iron, 2 sulfur cluster binding"
GSU2012	ferrous iron binding
GSU2013	metal ion binding
GSU2013	phosphoglucomutase activity
GSU2015	hydrolase activity
GSU2017	hydro-lyase activity
GSU2019	acetyl-CoA carboxylase activity
GSU2019	ATP binding
GSU2019	biotin carboxylase activity
GSU2019	metal ion binding
GSU2021	aminopeptidase activity
GSU2021	metalloexopeptidase activity
GSU2021	transition metal ion binding
GSU2022	3-dehydroquinate dehydratase activity
GSU2025	3-dehydroquinate synthase activity
GSU2025	metal ion binding
GSU2025	nucleotide binding
GSU2026	ATP binding
GSU2026	magnesium ion binding
GSU2026	shikimate kinase activity
GSU2027	chorismate synthase activity
GSU2027	FMN binding
GSU2033	DNA binding
GSU2041	ATP binding
GSU2041	ATP hydrolysis activity
GSU2041	sequence-specific DNA binding
GSU2042	phosphorelay sensor kinase activity
GSU2043	aspartic-type endopeptidase activity
GSU2043	methyltransferase activity
GSU2045	aminoacyl-tRNA editing activity
GSU2045	ATP binding
GSU2045	valine-tRNA ligase activity
GSU2047	hydrolase activity
GSU2049	acetyl-CoA:L-glutamate N-acetyltransferase activity
GSU2049	glutamate N-acetyltransferase activity
GSU2049	methione N-acyltransferase activity
GSU2050	ATP binding
GSU2050	metal ion binding
GSU2050	protein-exporting ATPase activity
GSU2051	phenylacetate-CoA ligase activity
GSU2052	"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
GSU2053	"4 iron, 4 sulfur cluster binding"
GSU2053	indolepyruvate ferredoxin oxidoreductase activity
GSU2053	metal ion binding
GSU2053	thiamine pyrophosphate binding
GSU2056	transmembrane transporter activity
GSU2057	transmembrane transporter activity
GSU2060	metallopeptidase activity
GSU2061	acetyl-CoA:L-glutamate N-acetyltransferase activity
GSU2061	N-acetyltransferase activity
GSU2062	diguanylate cyclase activity
GSU2064	ATP binding
GSU2065	ATP binding
GSU2065	metal ion binding
GSU2065	NAD binding
GSU2065	NAD+ kinase activity
GSU2066	glycogen phosphorylase activity
GSU2066	linear malto-oligosaccharide phosphorylase activity
GSU2066	pyridoxal phosphate binding
GSU2066	SHG alpha-glucan phosphorylase activity
GSU2067	ATP binding
GSU2067	ATP hydrolysis activity
GSU2067	DNA binding
GSU2067	enzyme activator activity
GSU2067	single-stranded DNA helicase activity
GSU2068	6-phosphofructokinase activity
GSU2068	AMP binding
GSU2068	ATP binding
GSU2068	diphosphate-fructose-6-phosphate 1-phosphotransferase activity
GSU2068	fructose-6-phosphate binding
GSU2068	identical protein binding
GSU2068	metal ion binding
GSU2068	monosaccharide binding
GSU2069	metal ion binding
GSU2069	phosphoglycolate phosphatase activity
GSU2070	endonuclease activity
GSU2071	magnesium ion binding
GSU2071	nucleic acid binding
GSU2071	RNA-DNA hybrid ribonuclease activity
GSU2072	1-acylglycerol-3-phosphate O-acyltransferase activity
GSU2073	calcium ion binding
GSU2074	peptidyl-prolyl cis-trans isomerase activity
GSU2075	metal ion binding
GSU2075	serine-type endopeptidase activity
GSU2078	lipid-linked peptidoglycan transporter activity
GSU2078	peptidoglycan glycosyltransferase activity
GSU2079	penicillin binding
GSU2079	"peptidoglycan L,D-transpeptidase activity"
GSU2079	serine-type D-Ala-D-Ala carboxypeptidase activity
GSU2082	"dTDP-4-dehydrorhamnose 3,5-epimerase activity"
GSU2083	glucose-1-phosphate thymidylyltransferase activity
GSU2083	metal ion binding
GSU2084	metal ion binding
GSU2084	phosphatase activity
GSU2085	ATP binding
GSU2085	heptose 7-phosphate kinase activity
GSU2085	heptose-1-phosphate adenylyltransferase activity
GSU2085	"phosphotransferase activity, alcohol group as acceptor"
GSU2087	carbohydrate derivative binding
GSU2087	D-sedoheptulose 7-phosphate isomerase activity
GSU2087	zinc ion binding
GSU2089	ATP binding
GSU2090	peptidyl-prolyl cis-trans isomerase activity
GSU2091	ATP binding
GSU2091	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity
GSU2093	ATP binding
GSU2093	ATP hydrolysis activity
GSU2095	oxidoreductase activity
GSU2096	iron-sulfur cluster binding
GSU2096	metal ion binding
GSU2097	ATP binding
GSU2097	ATP hydrolysis activity
GSU2098	"4 iron, 4 sulfur cluster binding"
GSU2098	carbon-monoxide dehydrogenase (acceptor) activity
GSU2098	carbon-monoxide dehydrogenase (ferredoxin) activity
GSU2098	hydroxylamine reductase activity
GSU2098	nickel cation binding
GSU2098	peroxidase activity
GSU2099	DNA binding
GSU2099	phosphorelay response regulator activity
GSU2100	catalase activity
GSU2100	heme binding
GSU2100	metal ion binding
GSU2101	lyase activity
GSU2102	"4 iron, 4 sulfur cluster binding"
GSU2102	metal ion binding
GSU2102	oxidoreductase activity
GSU2105	ATP binding
GSU2105	ATP-dependent peptidase activity
GSU2105	serine-type endopeptidase activity
GSU2107	DNA binding
GSU2107	N-methyltransferase activity
GSU2107	site-specific DNA-methyltransferase (adenine-specific) activity
GSU2113	DNA binding
GSU2116	DNA binding
GSU2118	DNA binding
GSU2119	DNA binding
GSU2120	DNA binding
GSU2120	structural constituent of chromatin
GSU2128	nucleic acid binding
GSU2134	ATP binding
GSU2134	enzyme regulator activity
GSU2135	monoatomic cation transmembrane transporter activity
GSU2135	xenobiotic transmembrane transporter activity
GSU2136	transition metal ion binding
GSU2136	transmembrane transporter activity
GSU2137	efflux transmembrane transporter activity
GSU2137	transmembrane transporter activity
GSU2140	nucleic acid binding
GSU2144	phosphorelay sensor kinase activity
GSU2145	phosphorelay response regulator activity
GSU2145	transcription cis-regulatory region binding
GSU2147	ATP binding
GSU2147	ATP hydrolysis activity
GSU2147	ATPase-coupled monoatomic cation transmembrane transporter activity
GSU2147	cadmium ion transmembrane transporter activity
GSU2147	metal ion binding
GSU2149	DNA-binding transcription factor activity
GSU2151	single-stranded DNA binding
GSU2158	ATP binding
GSU2158	ATP hydrolysis activity
GSU2164	ATP binding
GSU2164	DNA binding
GSU2164	hydrolase activity
GSU2164	S-adenosylmethionine-dependent methyltransferase activity
GSU2167	DNA binding
GSU2167	DNA primase activity
GSU2167	zinc ion binding
GSU2168	metal ion binding
GSU2168	metallopeptidase activity
GSU2171	nucleic acid binding
GSU2177	DNA-binding transcription factor activity
GSU2180	DNA binding
GSU2180	transposase activity
GSU2183	ATP binding
GSU2184	CTP:tRNA cytidylyltransferase activity
GSU2184	metal ion binding
GSU2184	nucleotide binding
GSU2184	tRNA binding
GSU2187	transmembrane transporter activity
GSU2188	ATP binding
GSU2188	ATP hydrolysis activity
GSU2188	transmembrane transporter activity
GSU2189	phosphorelay sensor kinase activity
GSU2190	aldehyde-lyase activity
GSU2191	"4 iron, 4 sulfur cluster binding"
GSU2191	electron transfer activity
GSU2191	metal ion binding
GSU2191	"oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor"
GSU2192	phosphoglycolate phosphatase activity
GSU2193	metal ion binding
GSU2193	oxidoreductase activity
GSU2194	ATP binding
GSU2194	GMP synthase activity
GSU2195	IMP dehydrogenase activity
GSU2195	metal ion binding
GSU2195	nucleotide binding
GSU2196	aminopeptidase activity
GSU2196	metal ion binding
GSU2197	nuclease activity
GSU2198	"4 iron, 4 sulfur cluster binding"
GSU2198	metal ion binding
GSU2198	N6-isopentenyladenosine methylthiotransferase activity
GSU2201	oxidoreductase activity
GSU2202	DNA-binding transcription factor activity
GSU2202	transcription cis-regulatory region binding
GSU2203	oxidoreductase activity
GSU2206	small ribosomal subunit rRNA binding
GSU2206	structural constituent of ribosome
GSU2207	DNA binding
GSU2207	DNA-directed DNA polymerase activity
GSU2209	aminoacyl-tRNA editing activity
GSU2209	ATP binding
GSU2209	leucine-tRNA ligase activity
GSU2212	phosphorelay response regulator activity
GSU2212	transcription cis-regulatory region binding
GSU2214	phosphorelay response regulator activity
GSU2214	protein-glutamate methylesterase activity
GSU2214	protein-glutamine glutaminase activity
GSU2215	protein-glutamate O-methyltransferase activity
GSU2216	oxidoreductase activity
GSU2221	ATP hydrolysis activity
GSU2222	phosphorelay sensor kinase activity
GSU2223	phosphorelay response regulator activity
GSU2223	transcription cis-regulatory region binding
GSU2224	phosphorelay response regulator activity
GSU2224	transcription cis-regulatory region binding
GSU2225	GTP binding
GSU2225	ribosome binding
GSU2226	GTP binding
GSU2226	GTPase activity
GSU2226	ribosomal small subunit binding
GSU2226	rRNA binding
GSU2226	small ribosomal subunit rRNA binding
GSU2227	"4 iron, 4 sulfur cluster binding"
GSU2227	catalytic activity
GSU2227	metal ion binding
GSU2228	double-stranded RNA binding
GSU2228	metal ion binding
GSU2228	ribonuclease III activity
GSU2228	rRNA binding
GSU2229	ATP binding
GSU2229	thymidylate kinase activity
GSU2230	3'-5' exonuclease activity
GSU2230	DNA binding
GSU2230	DNA-directed DNA polymerase activity
GSU2232	ATP binding
GSU2232	metal ion binding
GSU2232	methionine-tRNA ligase activity
GSU2234	structural constituent of ribosome
GSU2235	deaminase activity
GSU2236	GTP diphosphokinase activity
GSU2236	"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"
GSU2237	DNA binding
GSU2237	DNA-directed 5'-3' RNA polymerase activity
GSU2238	ATP binding
GSU2238	guanylate kinase activity
GSU2239	endonuclease activity
GSU2240	UDP-glucose 4-epimerase activity
GSU2242	ADP-heptose-lipopolysaccharide heptosyltransferase activity
GSU2243	UDP-N-acetylglucosamine 2-epimerase activity
GSU2244	glycosyltransferase activity
GSU2246	UDP-glucose 4-epimerase activity
GSU2247	dTDP-4-dehydrorhamnose reductase activity
GSU2248	S-adenosylmethionine-dependent methyltransferase activity
GSU2250	glycosyltransferase activity
GSU2252	ADP-heptose-lipopolysaccharide heptosyltransferase activity
GSU2253	glycosyltransferase activity
GSU2256	ADP-heptose-lipopolysaccharide heptosyltransferase activity
GSU2258	ATP binding
GSU2258	tetraacyldisaccharide 4'-kinase activity
GSU2259	Kdo transferase activity
GSU2259	transferase activity
GSU2260	ABC-type transporter activity
GSU2260	ATP binding
GSU2260	ATP hydrolysis activity
GSU2260	ATPase-coupled lipid transmembrane transporter activity
GSU2261	lipid-A-disaccharide synthase activity
GSU2261	phospholipid binding
GSU2262	pyridoxal phosphate binding
GSU2262	transaminase activity
GSU2263	nucleotide binding
GSU2265	(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity
GSU2265	Not Found
GSU2266	N-acyltransferase activity
GSU2267	unfolded protein binding
GSU2269	ATP binding
GSU2269	ATP hydrolysis activity
GSU2269	transmembrane transporter activity
GSU2271	ATP binding
GSU2271	lysine-tRNA ligase activity
GSU2271	magnesium ion binding
GSU2271	tRNA binding
GSU2272	guanyl-nucleotide exchange factor activity
GSU2274	peptidyl-prolyl cis-trans isomerase activity
GSU2277	peptidoglycan binding
GSU2278	"translation release factor activity, codon specific"
GSU2279	nucleic acid binding
GSU2281	N-acyltransferase activity
GSU2282	flavin adenine dinucleotide binding
GSU2283	ATP binding
GSU2283	kinase activity
GSU2283	metal ion binding
GSU2284	metalloendopeptidase activity
GSU2284	RNA endonuclease activity
GSU2284	zinc ion binding
GSU2286	magnesium ion binding
GSU2286	phosphopyruvate hydratase activity
GSU2288	phosphorelay response regulator activity
GSU2288	phosphorelay sensor kinase activity
GSU2288	protein kinase activator activity
GSU2289	glycosyltransferase activity
GSU2289	nicotinate phosphoribosyltransferase activity
GSU2290	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
GSU2291	3-deoxy-7-phosphoheptulonate synthase activity
GSU2292	alanine dehydrogenase activity
GSU2292	nucleotide binding
GSU2296	metal ion binding
GSU2297	phosphorelay response regulator activity
GSU2297	phosphorelay sensor kinase activity
GSU2297	protein kinase activator activity
GSU2299	oxidoreductase activity
GSU2302	trehalose-phosphatase activity
GSU2303	sodium:proton antiporter activity
GSU2306	5-(carboxyamino)imidazole ribonucleotide mutase activity
GSU2307	carbonate dehydratase activity
GSU2307	zinc ion binding
GSU2308	malate dehydrogenase (decarboxylating) (NAD+) activity
GSU2308	metal ion binding
GSU2308	NAD binding
GSU2309	hydrolase activity
GSU2309	sulfur dioxygenase activity
GSU2312	monoatomic anion transmembrane transporter activity
GSU2313	diguanylate cyclase activity
GSU2314	histidine phosphotransfer kinase activity
GSU2314	phosphorelay sensor kinase activity
GSU2317	monoatomic cation transmembrane transporter activity
GSU2318	S-adenosylmethionine-dependent methyltransferase activity
GSU2320	intramolecular lyase activity
GSU2323	"oxidoreductase activity, acting on the CH-CH group of donors"
GSU2325	ATP binding
GSU2325	ATP hydrolysis activity
GSU2325	P-type calcium transporter activity
GSU2327	oxidoreductase activity
GSU2329	S-adenosylmethionine-dependent methyltransferase activity
GSU2332	kinase activity
GSU2336	metal ion binding
GSU2336	trehalose-phosphatase activity
GSU2337	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"
GSU2338	sodium:proton antiporter activity
GSU2339	sodium:proton antiporter activity
GSU2340	monoatomic cation transmembrane transporter activity
GSU2344	antiporter activity
GSU2350	potassium ion transmembrane transporter activity
GSU2350	symporter activity
GSU2351	ATP binding
GSU2351	ATP hydrolysis activity
GSU2351	P-type ion transporter activity
GSU2351	P-type proton-exporting transporter activity
GSU2352	acetate transmembrane transporter activity
GSU2354	DNA binding
GSU2354	DNA-binding transcription factor activity
GSU2358	4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity
GSU2359	hydrolase activity
GSU2360	"(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity"
GSU2361	maltose alpha-D-glucosyltransferase activity
GSU2361	metal ion binding
GSU2362	DNA-binding transcription factor activity
GSU2363	voltage-gated chloride channel activity
GSU2364	isomerase activity
GSU2364	nucleotidyltransferase activity
GSU2365	dTDP-4-dehydrorhamnose reductase activity
GSU2366	"dTDP-glucose 4,6-dehydratase activity"
GSU2368	ATP binding
GSU2368	dihydrofolate synthase activity
GSU2368	metal ion binding
GSU2368	tetrahydrofolylpolyglutamate synthase activity
GSU2370	acetyl-CoA carboxylase activity
GSU2370	ATP binding
GSU2370	carboxyl- or carbamoyltransferase activity
GSU2370	zinc ion binding
GSU2371	tryptophan synthase activity
GSU2372	transmembrane signaling receptor activity
GSU2375	tryptophan synthase activity
GSU2378	phosphoribosylanthranilate isomerase activity
GSU2379	"L-serine hydro-lyase (adding indole, L-tryptophan-forming) activity"
GSU2379	pyridoxal phosphate binding
GSU2379	tryptophan synthase activity
GSU2380	indole-3-glycerol-phosphate synthase activity
GSU2380	phosphoribosylanthranilate isomerase activity
GSU2381	anthranilate phosphoribosyltransferase activity
GSU2381	magnesium ion binding
GSU2383	anthranilate synthase activity
GSU2383	metal ion binding
GSU2384	phosphorelay response regulator activity
GSU2384	phosphorelay sensor kinase activity
GSU2384	protein kinase activator activity
GSU2386	uroporphyrinogen decarboxylase activity
GSU2387	cobalamin binding
GSU2387	metal ion binding
GSU2387	methyltransferase activity
GSU2388	phosphorelay response regulator activity
GSU2388	phosphorelay sensor kinase activity
GSU2388	protein kinase activator activity
GSU2390	ATP binding
GSU2390	ATP hydrolysis activity
GSU2390	ATP-dependent protein folding chaperone
GSU2390	unfolded protein binding
GSU2391	nucleic acid binding
GSU2396	DNA binding
GSU2396	transposase activity
GSU2398	DNA binding
GSU2399	protein serine/threonine kinase activity
GSU2400	carboxy-lyase activity
GSU2401	ATP binding
GSU2401	phosphorelay sensor kinase activity
GSU2406	protein-folding chaperone binding
GSU2406	unfolded protein binding
GSU2409	protein self-association
GSU2409	unfolded protein binding
GSU2412	ATP binding
GSU2412	diadenylate cyclase activity
GSU2413	ATP binding
GSU2413	ATP hydrolysis activity
GSU2415	cobalamin binding
GSU2415	lysophospholipase activity
GSU2415	metal ion binding
GSU2418	iron-sulfur cluster binding
GSU2418	oxidoreductase activity
GSU2419	ferredoxin hydrogenase activity
GSU2419	nickel cation binding
GSU2420	iron-sulfur cluster binding
GSU2420	metal ion binding
GSU2422	endopeptidase activity
GSU2422	enzyme activator activity
GSU2423	transmembrane signaling receptor activity
GSU2425	pyridoxal phosphate binding
GSU2425	"transferase activity, transferring alkyl or aryl (other than methyl) groups"
GSU2426	oxidoreductase activity
GSU2428	ATP binding
GSU2428	metal ion binding
GSU2428	pyruvate carboxylase activity
GSU2429	peptidyl-prolyl cis-trans isomerase activity
GSU2431	peptidase activity
GSU2432	electron transfer activity
GSU2432	heme binding
GSU2432	iron ion binding
GSU2433	ATP binding
GSU2433	ATP-dependent peptidase activity
GSU2433	serine-type endopeptidase activity
GSU2434	lipoyl(octanoyl) transferase activity
GSU2435	acyltransferase activity
GSU2436	pyruvate dehydrogenase (acetyl-transferring) activity
GSU2441	methyltransferase activity
GSU2441	S-adenosylmethionine-dependent methyltransferase activity
GSU2443	pyruvate dehydrogenase (acetyl-transferring) activity
GSU2444	phosphorelay response regulator activity
GSU2444	phosphorelay sensor kinase activity
GSU2444	protein kinase activator activity
GSU2445	"4 iron, 4 sulfur cluster binding"
GSU2445	aconitate hydratase activity
GSU2445	metal ion binding
GSU2446	dihydrolipoyl dehydrogenase activity
GSU2446	flavin adenine dinucleotide binding
GSU2448	dihydrolipoyllysine-residue succinyltransferase activity
GSU2449	oxoglutarate dehydrogenase (succinyl-transferring) activity
GSU2449	thiamine pyrophosphate binding
GSU2450	lipase activity
GSU2451	peptide-methionine (R)-S-oxide reductase activity
GSU2451	zinc ion binding
GSU2452	ATP binding
GSU2452	ATP hydrolysis activity
GSU2452	copper ion binding
GSU2452	P-type divalent copper transporter activity
GSU2456	"UDP-2,3-diacylglucosamine hydrolase activity"
GSU2458	penicillin binding
GSU2458	"peptidoglycan L,D-transpeptidase activity"
GSU2462	homoserine O-acetyltransferase activity
GSU2463	glycosyltransferase activity
GSU2465	hydrolase activity
GSU2467	DNA binding
GSU2471	RNA binding
GSU2471	RNA-directed DNA polymerase activity
GSU2472	magnesium ion binding
GSU2472	RNA nuclease activity
GSU2472	toxin activity
GSU2473	DNA binding
GSU2475	ATP binding
GSU2475	ATP hydrolysis activity
GSU2476	protein-arginine N-methyltransferase activity
GSU2477	catalytic activity
GSU2477	cobalamin binding
GSU2477	identical protein binding
GSU2477	iron-sulfur cluster binding
GSU2477	metal ion binding
GSU2480	P-type potassium transmembrane transporter activity
GSU2480	potassium ion binding
GSU2481	ATP binding
GSU2481	ATP hydrolysis activity
GSU2481	magnesium ion binding
GSU2481	P-type potassium transmembrane transporter activity
GSU2482	ATP binding
GSU2482	P-type potassium transmembrane transporter activity
GSU2483	ATP binding
GSU2483	phosphorelay sensor kinase activity
GSU2484	phosphorelay response regulator activity
GSU2484	transcription cis-regulatory region binding
GSU2485	potassium ion transmembrane transporter activity
GSU2485	symporter activity
GSU2487	carbamate kinase activity
GSU2489	DNA nuclease activity
GSU2489	iron-sulfur cluster binding
GSU2489	metal ion binding
GSU2490	transmembrane transporter activity
GSU2491	transmembrane transporter activity
GSU2492	phosphorelay sensor kinase activity
GSU2495	oxidoreductase activity
GSU2496	peptidyl-prolyl cis-trans isomerase activity
GSU2501	oxidoreductase activity
GSU2502	S-adenosylmethionine-dependent methyltransferase activity
GSU2502	spermidine synthase activity
GSU2503	electron transfer activity
GSU2504	electron transfer activity
GSU2504	metal ion binding
GSU2506	ATP binding
GSU2506	ATP hydrolysis activity
GSU2506	sequence-specific DNA binding
GSU2507	phosphorelay sensor kinase activity
GSU2508	glycosyltransferase activity
GSU2510	S-adenosylmethionine-dependent methyltransferase activity
GSU2513	electron transfer activity
GSU2513	heme binding
GSU2513	iron ion binding
GSU2515	electron transfer activity
GSU2515	heme binding
GSU2516	thiosulfate sulfurtransferase activity
GSU2517	iron-sulfur cluster binding
GSU2517	metal ion binding
GSU2520	iron-sulfur cluster binding
GSU2523	DNA-binding transcription factor activity
